0,30,23,23,17,20,20,17,9,8,5,2,1,1,2,2,1,1,3,3,3,1,1,1,2,3,3,2,2,3,3,1,1,1,2,2,1,1,0,0,2,2,2,5,5,5,3,4,6,6,4,2,2,0,2,2,2,1,2,3,3,1,1,1,1,1,1,2,2,1,3,3,2,1,1,1,0,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,0,0,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,5,9,12,12,6,5,5,13,13,12,16,16,16,17,17,10,3,3,10,10,17,17,11,2,3,6,10,10,11,21,21,18,13,12,15,22,22,22,20,13,8,8,4,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,1,1,0,0,2,2,0,1,1,1,0,1,1,1,3,3,4,7,9,9,8,3,5,5,4,4,4,2,1,4,6,6,4,11,11,9,4,2,2,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,2,3,4,4,4,4,27,32,32,30,30,46,46,34,12,26,28,41,41,29,19,21,44,44,37,23,23,23,18,40,45,45,44,49,49,28,21,32,38,38,33,28,25,24,21,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,49,46,38,31,32,18,15,8,7,4,2,2,2,1,2,4,5,8,10,12,10,6,5,7,7,6,7,9,8,7,7,8,8,9,10,9,6,5,5,5,5,5,5,4,4,3,3,5,5,5,2,1,1,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,3,3,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,1,2,1,8,11,16,16,16,19,19,19,18,19,19,18,16,14,12,14,20,29,33,28,23,10,9,9,8,4,7,17,21,32,28,24,20,18,18,24,24,23,20,17,16,16,11,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,3,5,6,12,16,16,12,3,2,3,8,8,6,4,5,6,8,8,7,11,13,13,14,14,17,21,25,25,17,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,5,9,10,14,31,31,31,30,28,45,45,45,30,38,38,39,39,30,18,22,35,35,33,30,30,31,26,23,34,36,39,46,46,34,31,31,37,50,46,38,33,32,39,39,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,40,32,24,18,17,18,15,8,3,3,2,1,1,1,2,2,2,2,1,1,3,4,5,5,6,6,6,9,8,6,7,8,8,9,10,9,7,7,6,5,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,2,3,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,6,12,22,22,15,12,15,17,13,13,9,8,8,11,16,18,21,22,26,28,29,28,26,22,21,21,23,23,18,20,21,23,26,24,19,16,18,20,20,20,16,14,9,5,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,0,2,2,1,2,2,1,1,1,1,1,1,3,5,3,5,9,14,17,15,13,11,7,7,6,4,4,5,6,6,7,7,6,13,14,22,25,26,25,25,22,22,18,12,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,4,6,22,26,27,27,28,38,44,45,27,38,38,38,38,29,25,25,28,24,24,25,26,28,25,17,17,30,39,48,48,41,34,34,37,48,48,41,37,34,45,45,32,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,22,13,9,7,5,2,1,2,2,3,3,2,2,1,2,1,2,2,1,1,2,5,5,4,4,3,4,4,1,2,3,2,2,2,2,5,7,7,6,5,5,5,5,5,5,4,4,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,0,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,3,2,2,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,2,2,1,1,3,13,24,24,18,12,10,8,10,10,6,4,5,10,16,18,21,22,26,28,29,30,34,36,34,32,32,33,32,30,25,23,26,24,25,24,24,23,20,20,15,13,10,5,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,5,9,14,17,15,15,14,14,11,8,7,5,5,8,9,4,5,6,7,11,22,25,26,23,21,22,22,24,24,21,11,2,1,1,1,1,0,1,1,1,1,2,3,2,2,2,2,1,2,2,2,10,19,24,25,27,29,44,39,38,38,37,32,32,27,29,29,34,43,35,32,33,30,30,20,5,12,27,49,49,45,35,34,27,36,36,41,37,34,49,49,39,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,2,3,3,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,5,5,4,4,3,4,4,1,2,2,2,2,2,1,2,3,5,5,4,4,4,3,4,4,3,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,3,3,3,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,0,0,1,1,2,1,1,3,6,15,20,20,16,12,10,12,12,6,4,3,3,4,8,13,17,18,22,26,30,34,36,34,35,38,39,40,41,43,42,39,29,25,38,38,32,21,17,14,10,10,8,4,3,2,1,1,2,2,0,1,1,1,1,1,2,2,1,3,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,15,15,14,14,11,8,7,6,8,8,9,10,8,7,8,9,9,7,6,5,8,16,21,24,24,21,14,11,6,4,1,1,0,1,2,1,1,2,3,2,2,2,1,1,1,1,1,2,7,19,25,27,29,42,42,37,31,31,34,34,26,29,29,29,43,42,32,33,34,35,33,26,15,16,43,50,49,45,50,49,47,31,38,35,34,50,50,46,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,2,2,3,3,1,1,2,3,3,1,1,3,3,1,1,1,1,2,2,3,3,3,2,3,3,2,1,1,1,2,2,2,1,1,2,3,3,4,4,3,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,0,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,0,1,1,1,2,2,1,1,1,1,1,0,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,0,0,3,4,8,16,20,20,17,12,13,13,8,5,4,4,4,3,2,3,5,8,12,15,17,23,29,35,38,39,40,41,43,46,49,53,54,46,35,35,25,20,12,10,10,7,5,3,2,2,2,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,7,8,8,6,4,6,8,7,9,10,9,10,8,9,9,10,11,9,5,5,12,18,21,24,24,20,9,5,5,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,2,3,10,15,22,26,42,42,34,28,30,40,40,26,23,27,28,41,41,35,33,38,46,44,38,32,26,18,50,49,48,52,53,54,50,46,49,46,43,54,54,46,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,2,2,2,3,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,3,3,1,2,2,2,3,3,2,1,1,2,3,2,1,3,4,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,0,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,3,3,1,1,1,1,1,1,0,2,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,1,2,3,8,18,21,28,33,30,28,22,9,6,6,3,3,2,2,1,3,5,3,3,3,5,8,14,22,28,34,39,41,46,49,53,54,47,37,23,22,19,13,11,10,7,4,4,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,3,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,4,6,9,9,10,7,8,8,10,11,10,10,9,12,18,21,24,28,29,27,25,20,13,5,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,7,8,13,19,42,42,33,28,33,39,49,44,30,24,25,31,34,39,40,39,46,48,51,46,36,25,22,33,48,52,53,54,50,53,51,47,44,55,55,44,45,31,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,3,3,4,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,3,3,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,0,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,4,16,28,33,31,36,33,23,12,7,4,3,3,6,6,3,5,5,4,4,5,8,11,11,8,11,16,22,27,33,38,44,47,37,30,20,16,13,11,10,9,7,4,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,0,1,2,2,2,1,0,1,1,1,3,3,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,7,10,9,7,8,10,14,14,9,6,13,18,28,29,31,34,35,32,23,13,6,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,10,15,39,39,33,28,33,34,49,44,35,33,33,34,34,39,40,39,42,48,51,46,37,32,34,17,40,43,41,46,49,53,51,47,47,58,58,45,45,33,26,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,3,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,3,3,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,0,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,14,22,31,36,33,40,36,25,11,6,6,8,11,12,13,12,10,7,6,7,11,11,9,7,7,11,11,13,18,24,30,34,30,24,20,14,12,10,9,7,4,2,2,2,2,3,3,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,4,7,10,10,10,10,8,14,14,10,9,8,7,11,22,31,34,35,32,30,29,22,13,6,1,2,1,2,1,1,1,1,0,1,2,2,3,3,6,9,29,31,31,24,20,23,35,35,35,33,33,34,32,34,36,38,39,47,50,46,41,46,41,31,22,24,31,39,53,45,41,43,47,60,60,48,38,38,38,23,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,3,3,1,3,3,3,2,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,3,3,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,13,21,33,40,46,44,35,25,13,8,11,13,14,18,19,18,18,17,15,14,11,8,7,10,11,11,11,11,10,15,22,24,20,14,7,2,1,1,2,2,2,1,1,3,3,2,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,0,1,2,2,1,2,2,1,1,1,2,3,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,4,7,9,11,11,11,13,13,10,9,8,9,9,9,14,19,24,27,30,29,35,35,24,13,4,1,2,1,1,1,1,1,1,2,2,1,3,6,9,31,31,30,26,22,23,34,34,22,32,30,26,26,27,27,28,34,45,45,40,41,46,43,43,36,22,26,39,53,48,40,39,40,60,60,49,40,40,37,36,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
